LONGITUDE,LATITUDE,STORE,ADDRESS
-111.599266,33.378662,Starbucks - AZ - Mesa  00177,"Bashas' Mesa #155_9925 E Baseline Rd_Mesa, Arizona 85208"
-111.6261939,33.37899985,Starbucks - AZ - Mesa  00178,"Albertsons-Mesa #1002_9243 E Baseline_Mesa, Arizona 85212"
-111.8051231,33.42328203,Starbucks - AZ - Mesa  00179,"Albertsons-Mesa #993_445 N. Stapley Dr_Mesa, Arizona 85203_480-733-0004"
-111.6840841,33.45479248,Starbucks - AZ - Mesa  00180,"Safeway-Mesa #2644_2151 N Power Rd_Mesa, Arizona 85215"
-111.7718998,33.4226701,Starbucks - AZ - Mesa  00181,"Safeway - Mesa #1567_2740 E University Dr_Mesa, Arizona 85213_480-833-8338"
-111.7532534,33.39379889,Starbucks - AZ - Mesa  00182,"Safeway - Mesa #1637_3622 E Southern Ave_Mesa, Arizona 85206_480-807-0447"
-111.6870689,33.33250477,Starbucks - AZ - Mesa  00183,"Super Target Gilbert ST-1959_5110 S. Power Road_Mesa, Arizona 85212"
-111.6375432,33.37909008,Starbucks - AZ - Mesa  00184,"Safeway-Mesa #2676_9101 E Baseline Rd_Mesa, Arizona 85208"
-111.8747,33.3814,Starbucks - AZ - Mesa West  00185,"Target Mesa T-1429_1230 S. Longmore Ave_Mesa West, Arizona 85202"
-111.6361908,33.37831827,Starbucks - AZ - Mesa [WD]  00186,"Ellsworth & Baseline, Mesa_2043 S. Ellsworth Road_Mesa, Arizona 852121224_480-984-6497"
-111.6840636,33.46678288,Starbucks - AZ - Mesa [WD]  00187,"Power & McDowell, Mesa_2832 North Power Road_Mesa, Arizona 85215_480-830-2876"
-111.7538886,33.38021706,Starbucks - AZ - Mesa [WD]  00188,"Val Vista & Baseline, Mesa_1939 S Val Vista Dr_Mesa, Arizona 85204_480-892-3018"
-111.755104,33.3937,Starbucks - AZ - Mesa [WD]  00189,"Val Vista & Southern, Mesa_3550 E. Southern Avenue_Mesa, Arizona 852045601_480-830-0152"
-111.7874795,33.37902519,Starbucks - AZ - Mesa [W]  00190,"Baseline & Gilbert_2048 E. Baseline_Mesa, Arizona 85204_(480) 497-8544"
-111.687991,33.37826704,Starbucks - AZ - Mesa [W]  00191,"Power & Baseline_2060 S. Power Rd._Mesa, Arizona 85208_480-218-0300"
-111.874783,33.38388487,Starbucks - AZ - Mesa [W]  00192,"Dobson & Freeway_1653 Dobson Road_Mesa, Arizona 85202_480-775-0511"
-111.861856,33.39311451,Starbucks - AZ - Mesa [W]  00193,"Southern & Longmore, Mesa_1457 W. Southern Avenue_Mesa, Arizona 85202_480-833-5593"
-111.8054634,33.38418881,Starbucks - AZ - Mesa [W]  00194,"Stapley & the Freeway - Mesa, AZ._1641 S Stapley Rd_Mesa, Arizona 85204_480-633-6643"
-110.9629869,32.4272998,Starbucks - AZ - Oro Valley  00195,"Safeway-Oro Valley #1521_12122 N Rancho Vistoso Blvd_Oro Valley, Arizona 85737"
-110.939853,32.41179186,Starbucks - AZ - Oro Valley [W]  00196,"1st & Oracle, Oro Valley_10785 N. Oracle Road_Oro Valley, Arizona 85737_520-229-1979"
-114.279904,34.154358,Starbucks - AZ - Parker  00197,"Safeway - Parker #2075_121 W Riverside Rd_Parker, Arizona 85344"
-111.31757,34.24052,Starbucks - AZ - Payson  00198,"Safeway-Payson #1536_401 E Hwy 260_Payson, Arizona 85541"
-112.2888222,33.56562937,Starbucks - AZ - Peoria  00199,"Safeway-Peoria #1662_10641 W Olive Ave_Peoria, Arizona 85345"
-112.236554,33.68161278,Starbucks - AZ - Peoria  00200,"Albertsons-Peoria #991_8240 W Deer Valley Rd_Peoria, Arizona 853822125"
-112.2220298,33.59583208,Starbucks - AZ - Peoria  00201,"Albertsons-Peoria #998_7575 W Cactus Rd_Peoria, Arizona 85381"
-112.238329,33.67387,Starbucks - AZ - Peoria  00202,"Safeway-Peoria #1955_20713 N 83rd Ave_Peoria, Arizona 85382"
-112.250954,33.63803903,Starbucks - AZ - Peoria [W]  00203,"91st & Bell, Peoria_8940 W. Bell Rd, Suite B-101_Peoria, Arizona 853824713_623-583-3543"
-112.220411,33.61039102,Starbucks - AZ - Peoria [W]  00204,"75th Avenue & Thurderbird, Peoria_7518 W. Thunderbird Road_Peoria, Arizona 85381_623-979-5479"
-111.9773444,33.67893289,Starbucks - AZ - Phoenix  00205,"Albertsons-Phoenix #1025_21001 North Tatum Blvd_Phoenix, Arizona 85050"
-112.0309058,33.6540053,Starbucks - AZ - Phoenix  00206,"Albertsons-Phoenix #985_18411 N Cave Creek Rd_Phoenix, Arizona 85032_602-494-7388"
-112.0710621,33.4468558,Starbucks - AZ - Phoenix  00207,"America West Arena_201 E Jefferson St_Phoenix, Arizona 85004_602-514-8565"
-112.1272521,33.7983738,Starbucks - AZ - Phoenix  00208,"Albertsons-Phoenix #1004_3130 W Carefree Hwy_Phoenix, Arizona 85009"
-111.965987,33.6852244,Starbucks - AZ - Phoenix  00209,"Marriott Desert Ridge - Lobby_5350 East Pathfinder Drive_Phoenix, Arizona 85054"
-112.0693,33.4624,Starbucks - AZ - Phoenix  00210,"Phoenix Convention Center_111 NW 3rd Street_Phoenix, Arizona 85004"
-112.07656,33.44834,Starbucks - AZ - Phoenix  00211,"Phoenix City Hall_200 W Washington St_Phoenix, Arizona 85003"
-112.0548,33.3061,Starbucks - AZ - Phoenix  00212,"Safeway - Phoenix #1980_1334 East Chandler Blvd_Phoenix, Arizona 85048"
-112.0686,33.4658,Starbucks - AZ - Phoenix  00213,"Safeway - Phoenix #2651_340 East McDowell Rd_Phoenix, Arizona 85004"
-112.0147,33.6114,Starbucks - AZ - Phoenix  00214,"Safeway - Phoenix #1202_3131 East Thunderbird Rd_Phoenix, Arizona 85032"
-112.014976,33.50986629,Starbucks - AZ - Phoenix  00215,"Safeway - Phoenix #2042_3132 E Camelback Road_Phoenix, Arizona 85016"
-111.9970579,33.30504059,Starbucks - AZ - Phoenix  00216,"Safeway-Phoenix #1201_4005 East Chandler Boulevard_Phoenix, Arizona 85044"
-111.9903477,33.75632629,Starbucks - AZ - Phoenix  00217,"Safeway-Phoenix #1543_29834 N Cave Creek Rd_Phoenix, Arizona 85331_480-563-9335"
-111.9794966,33.49451344,Starbucks - AZ - Phoenix  00218,"Safeway - Phoenix #2716_4750 E Indian School Rd_Phoenix, Arizona 85018"
-112.0815738,33.48751933,Starbucks - AZ - Phoenix  00219,"Safeway-Phoenix #174_520 W Osborn_Phoenix, Arizona 85013_602-274-7422"
-112.0627498,33.53819933,Starbucks - AZ - Phoenix  00220,"Safeway-Phoenix #1515_810 E Glendale Ave_Phoenix, Arizona 85020_602-331-0134"
-111.98146,33.34882,Starbucks - AZ - Phoenix  00221,"Safeway-Phoenix #752_4747 E Elliot Rd_Phoenix, Arizona 85044_480-496-0076"
-112.0475,33.3904,Starbucks - AZ - Phoenix  00222,"Safeway-Phoenix #1591_6202 S 16th St_Phoenix, Arizona 85040"
-112.0792,33.48043,Starbucks - AZ - Phoenix  00223,"St Joseph Hospital_350 W. Thomas Rd._Phoenix, Arizona 85013_604-406-4079"
-111.977693,33.64060689,Starbucks - AZ - Phoenix  00224,"Safeway-Phoenix #413_550 E Bell Rd_Phoenix, Arizona 85032"
-112.0784,33.4522,Starbucks - AZ - Phoenix  00225,"Target Phoenix SW T-2149_9830 W Lower Buckeye_Phoenix, Arizona 85003_623-687-2136"
-111.98813,33.599728,Starbucks - AZ - Phoenix  00226,"Target Paradise Vall Phoenix  T-233_12602 N Paradise Village Pkwy_Phoenix, Arizona 85032"
-112.2175287,33.47661835,Starbucks - AZ - Phoenix  00227,"Target Phoenix T-851_7409 W Virginia Ave_Phoenix, Arizona 85035"
-112.0359959,33.3777377,Starbucks - AZ - Phoenix  00228,"Target S. Mountain Phoenix T-1905_2140 E. Baseline_Phoenix, Arizona 85040"
-111.98479,33.4800915,Starbucks - AZ - Phoenix  00229,"Target Phoenix T-950_4515 E Thomas Rd_Phoenix, Arizona 85018_602-952-1797"
-112.0081158,33.43494437,Starbucks - AZ - Phoenix [A]  00230,"PHX Airport_3400 Sky Harbor Blvd._Phoenix, Arizona 85034"
-112.082479,33.515962,Starbucks - AZ - Phoenix [D]  00231,"7th Avenue & Missouri, Phoenix_5344 N. 7th Avenue_Phoenix, Arizona 850131903_602-265-4176"
-112.0473477,33.52370909,Starbucks - AZ - Phoenix [WD]  00232,"16th Street & Bethany Home, Phoenix_1601 E. Bethany Home Road_Phoenix, Arizona 850162514_602-274-1024"
-112.0109838,33.64059753,Starbucks - AZ - Phoenix [WD]  00233,"32nd Street & Bell Rd, Phoenix_3317 E. Bell Road_Phoenix, Arizona 850322708_602-867-7968"
-112.0316793,33.3777377,Starbucks - AZ - Phoenix [WD]  00234,"24th St & Baseline, Phoenix_2340 E. Baseline Road_Phoenix, Arizona 850426952_602-304-0263"
-112.070152,33.6402,Starbucks - AZ - Phoenix [WD]  00235,"3rd Street & Bell Rd, Phoenix_275 East Bell Road_Phoenix, Arizona 850226317_602-863-1564"
-112.1469592,33.61082474,Starbucks - AZ - Phoenix [WD]  00236,"43rd Avenue & Thunderbird, Phoenix_4123 W. Thunderbird Road_Phoenix, Arizona 850535341_602-298-1262"
-112.1301364,33.52396181,Starbucks - AZ - Phoenix [WD]  00237,"35th Ave & Bethany Home, Phoenix_3320 W. Bethany Home Road_Phoenix, Arizona 850171916_602-841-2163"
-111.9956363,33.62643855,Starbucks - AZ - Phoenix [WD]  00238,"40th Street & Greenway, Phoenix_4010 E. Greenway Road_Phoenix, Arizona 850324749_602-494-3121"
-111.9845919,33.30520451,Starbucks - AZ - Phoenix [WD]  00239,"46th & Chandler_4605 E. Chandler Blvd._Phoenix, Arizona 850480424_480-785-7795"
-112.064999,33.517704,Starbucks - AZ - Phoenix [WD]  00240,"5557 N. 7th Street, Phoenix_5557 N. 7th Street_Phoenix, Arizona 850142502_602-279-1544"
-112.220619,33.465897,Starbucks - AZ - Phoenix [WD]  00241,"75th Ave. & McDowell, Phoenix_1610 N. 75th Avenue_Phoenix, Arizona 850354539_623-247-0774"
-112.255199,33.478552,Starbucks - AZ - Phoenix [WD]  00242,"91st. Avenue & Thomas, Phoenix_2815 N. 91st Avenue_Phoenix, Arizona 850374053_623-474-7163"
-112.2731264,33.50830018,Starbucks - AZ - Phoenix [WD]  00243,"99th Avenue & Camelback, Phoenix_9925 W. Camelback Road_Phoenix, Arizona 850375006_623-872-6172"
-111.9774476,33.67922567,Starbucks - AZ - Phoenix [WD]  00244,"Tatum & Rose Garden, Phoenix_21050 N. Tatum Blvd_Phoenix, Arizona 850504202_480-563-2085"
-112.0464455,33.50921915,Starbucks - AZ - Phoenix [W]  00245,"16th & Camelback_1641 East Camelback Road_Phoenix, Arizona 85016_(602) 263-7434"
-112.0984785,33.55299694,Starbucks - AZ - Phoenix [W]  00246,"19th & Northern - Phoenix_1820 W Northern_Phoenix, Arizona 85021_(602) 216-0299"
-112.0305933,33.50927007,Starbucks - AZ - Phoenix [W]  00247,"24th St. & Camelback, Phoenix_2375 E Camelback Rd_Phoenix, Arizona 85016_602-381-3211"
-112.0699078,33.45233361,Starbucks - AZ - Phoenix [W]  00248,"3rd & Van Buren St., Phoenix_455 N. 3rd Street_Phoenix, Arizona 850043925_602-258-8472"
-112.121387,33.58185449,Starbucks - AZ - Phoenix [W]  00249,"31st & Peoria, Phoenix_2815 W. Peoria Avenue_Phoenix, Arizona 85029_602-943-4362"
